report_id,site,narrative
OIL-2026-00229,Maintenance Yard,Slight trip hazard identified at Simultaneous Operations location due to uneven grating. Marked with high-viz tape.
OIL-2026-00230,Offshore Platform Alpha,Received report of incident during Housekeeping. Could not verify details.
OIL-2026-00231,Offshore Platform Alpha,Worker observed not wearing full PPE during Hydrocarbon Leaks in the safe zone. Reminded and complied.
OIL-2026-00232,Drilling Rig Delta,Small localized smoldering fire observed during Housekeeping hot work. Extinguished immediately with local fire watch.
OIL-2026-00233,Pipeline Sector 4,Trench collapsed during Electrical Hazards excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00234,Offshore Platform Alpha,Worker bypassed machine guard during Energy Isolation / LOTO to clear a jam. Equipment was still energized. Intervened and applied LOTO. We had a safety meeting about this just yesterday.
OIL-2026-00235,Pipeline Sector 4,"While performing Dropped Objects, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00236,Pipeline Sector 4,"During Routine inspections, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-00237,Offshore Platform Alpha,Completed daily Gas Releases checks. All parameters normal. We had a safety meeting about this just yesterday.
OIL-2026-00238,Maintenance Yard,Contractor found entering restricted Process Upsets area without a valid permit. Escorted out and work stopped.
OIL-2026-00239,Terminal Operations,"Catastrophic failure of lifting gear during Gas Releases. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-00240,Terminal Operations,Minor oil weepage noticed on valve body during Process Upsets. Cleaned and tightened.
OIL-2026-00241,Drilling Rig Delta,"During Gas Releases, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-00242,Terminal Operations,"Catastrophic failure of lifting gear during Housekeeping. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-00243,Pipeline Sector 4,"Loud bang heard near Hydrocarbon Leaks unit, but no damage found and no one saw anything."
OIL-2026-00244,Maintenance Yard,"Loud bang heard near Lifting Operations unit, but no damage found and no one saw anything. The contractor was late to the shift."
OIL-2026-00245,Maintenance Yard,"Catastrophic failure of lifting gear during Housekeeping. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-00246,Offshore Platform Alpha,"Loud bang heard near Process Upsets unit, but no damage found and no one saw anything. Lunch had just finished."
OIL-2026-00247,Pipeline Sector 4,Slight trip hazard identified at Excavation location due to uneven grating. Marked with high-viz tape.
OIL-2026-00248,Refinery Unit B,Someone said the pressure was high during Excavation. Need to investigate further.
OIL-2026-00249,Pipeline Sector 4,Slight trip hazard identified at Minor maintenance issues location due to uneven grating. Marked with high-viz tape.
OIL-2026-00250,Refinery Unit B,"During Overpressure, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-00251,Offshore Platform Alpha,"Vehicle struck a pedestrian crossing the yard during Energy Isolation / LOTO. Severe trauma sustained, medevac initiated."
OIL-2026-00252,Terminal Operations,"Hydraulic hose burst during Housekeeping, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00253,Refinery Unit B,Minor oil weepage noticed on valve body during Housekeeping. Cleaned and tightened.
OIL-2026-00254,Terminal Operations,"Catastrophic failure of lifting gear during Fire. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-00255,Offshore Platform Alpha,Someone said the pressure was high during Confined Space. Need to investigate further.
OIL-2026-00256,Pipeline Sector 4,Worker fell 5 meters during Gas Releases because harness lanyard snapped. Rushed to medical bay with suspected fractures. Radio comms were a bit staticky.
OIL-2026-00257,Offshore Platform Alpha,Worker bypassed machine guard during Lifting Operations to clear a jam. Equipment ws still energized. Intervened and applied LOTO.
OIL-2026-00258,Terminal Operations,Contractor dropped something during Vehicle Movement. Didn't see what it was. (Note: Please fix the AC in the control room it is too hot).
OIL-2026-00259,Maintenance Yard,Received report of incident during Hot Work. Could not verify details.
OIL-2026-00260,Maintenance Yard,Slight trip hazard identified at Hot Work location due to uneven grating. Marked with high-viz tape.
OIL-2026-00261,Refinery Unit B,Contractor found entering restricted Lifting Operations area without a valid permit. Escorted out and work stopped.
OIL-2026-00262,Maintenance Yard,"Hydraulic hose burst during Dropped Objects, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00263,Drilling Rig Delta,"While performing Housekeeping, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-00264,Offshore Platform Alpha,Routine Fire completed without any safety incidents.
OIL-2026-00265,Offshore Platform Alpha,Completed daily Hot Work checks. All parameters normal.
OIL-2026-00266,Drilling Rig Delta,Minor oil weepage noticed on valve body during Gas Releases. Cleaned and tightened.
OIL-2026-00267,Refinery Unit B,Minor oil weepage noticed on valve body during Dropped Objects. Cleaned and tightened. I didn't have my glasses on but I saw it happen.
OIL-2026-00268,Pipeline Sector 4,Received report of incident during Vehicle Movement. Could not verify details.
OIL-2026-00269,Refinery Unit B,Arc flash occurred during PPE observations in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00270,Pipeline Sector 4,Handrail paint was peeling near the Energy Isolation / LOTO sector. Maintenance request submitted.
OIL-2026-00271,Drilling Rig Delta,Arc flash occurred during Electrical Hazards in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-00272,Offshore Platform Alpha,Routine Housekeeping completed without any safety incidents.
OIL-2026-00273,Terminal Operations,Contractor reminded to use three points of contact on stairs near Dropped Objects unit.
OIL-2026-00274,Drilling Rig Delta,Worker bypassed machine guard during Hydrocarbon Leaks to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-00275,Maintenance Yard,"During routine Electrical Hazards inspection, noticed minor debris which was cleared immediately."
OIL-2026-00276,Offshore Platform Alpha,"Vehicle struck a pedestrian crossing the yard during Chemical Exposure. Severe trauma sustained, medevac initiated."
OIL-2026-00277,Refinery Unit B,Scaffold tag was red but workers were seen preparing for Process Upsets on it. Intervened before access.
OIL-2026-00278,Refinery Unit B,Trench collapsed during Lifting Operations excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-00279,Maintenance Yard,Someone said the pressure was high during Fire. Need to investigate further.
OIL-2026-00280,Maintenance Yard,Someone said the pressure was high during Electrical Hazards. Need to investigate further.
OIL-2026-00281,Offshore Platform Alpha,"Worker reported feeling unwell after Fire. Might be related, might be food poisoning."
OIL-2026-00282,Offshore Platform Alpha,"Worker reported feeling unwell after Dropped Objects. Might be related, might be food poisoning."
OIL-2026-00283,Drilling Rig Delta,Slight trip hazard identified at Chemical Exposure location due to uneven grating. Marked with high-viz tape.
OIL-2026-00284,Drilling Rig Delta,Worker fell 5 meters during Simultaneous Operations because harness lanyard snapped. Rushed to medical bay with suspected fractures. The contractor was late to the shift.
OIL-2026-00285,Maintenance Yard,Handrail paint was peeling near the Confined Space sector. Maintenance request submitted.
OIL-2026-00286,Drilling Rig Delta,"During Hydrocarbon Leaks, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-00287,Refinery Unit B,Found some fluid on the deck near Fire. Not sure if water or oil.
OIL-2026-00288,Pipeline Sector 4,Received report of incident during Simultaneous Operations. Could not verify details.
OIL-2026-00289,Terminal Operations,Worker fell 5 meters during PPE observations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00290,Maintenance Yard,Contractor reminded to use three points of contact on stairs near Simultaneous Operations unit.
OIL-2026-00291,Terminal Operations,The gauge looked weird during Gas Releases. We left it alone. I didn't have my glasses on but I saw it happen.
OIL-2026-00292,Refinery Unit B,The gauge looked weird during PPE observations. We left it alone.
OIL-2026-00293,Refinery Unit B,Worker observed not wearing full PPE during Energy Isolation / LOTO in the safe zone. Reminded and complied.
OIL-2026-00294,Terminal Operations,Handrail paint was peeling near the Excavation sector. Maintenance request submitted.
OIL-2026-00295,Refinery Unit B,Worker fell 5 meters during Chemical Exposure because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00296,Maintenance Yard,"Hydraulic hose burst during Routine inspections, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-00297,Maintenance Yard,The gauge looked weird during Routine inspections. We left it alone.
OIL-2026-00298,Maintenance Yard,Received report of incident during Working at Height. Could not verify details. Radio comms were a bit staticky.
OIL-2026-00299,Drilling Rig Delta,Slight trip hazard identified at Working at Height location due to uneven grating. Marked with high-viz tape.
OIL-2026-00300,Terminal Operations,Worker fell 5 meters during Simultaneous Operations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-00301,Refinery Unit B,Minor oil weepage noticed on valve body during Energy Isolation / LOTO. Cleaned and tightened.
OIL-2026-00302,Terminal Operations,Handrail paint was peeling near the Lifting Operations sector. Maintenance request submitted.
OIL-2026-00303,Refinery Unit B,Major hydrocarbon gas release during Lifting Operations. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-00304,Terminal Operations,Slight trip hazard identified at Chemical Exposure location due to uneven grating. Marked with high-viz tape.
